Trinity_ID	CrabA_0	CrabA_2	CrabA_17	cluster	V2.x	uniprot_acc_ID	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V2.y	V3	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
TRINITY_DN3603_c1_g1_i11	0	0	1432	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7369_c0_g1_i1	960	474	125	1	sp	Q2KIA9	ENOF1_BOVIN	60.1	193	75	1	341	913	5	197	1e-62	241.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6075_c0_g1_i1	33	64	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23909_c0_g1_i1	609	104	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19866_c0_g1_i1	0	0	2544	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1314_c0_g1_i1	34	44	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4978_c0_g1_i1	29	162	32	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1985_c0_g1_i3	49	31	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN152_c0_g1_i16	75	54	70	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1441_c1_g1_i1	52	91	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN891_c0_g1_i1	218	295	49	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7844_c0_g1_i2	90	24	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3814_c0_g1_i2	0	0	102	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN327_c0_g1_i1	104	94	37	1	sp	Q9VXD9	MTH1_DROME	29.5	122	62	4	304	654	480	582	2.6e-05	52.4	MTH1_DROME	reviewed	Probable G-protein coupled receptor Mth-like 1 (Protein methuselah-like 1)	mthl1 CG4521	Drosophila melanogaster (Fruit fly)	676	actin-mediated cell contraction [GO:0070252]; cell surface receptor signaling pathway [GO:0007166]; determination of adult lifespan [GO:0008340]; gastrulation [GO:0007369]; G-protein coupled receptor signaling pathway [GO:0007186]; imaginal disc-derived wing morphogenesis [GO:0007476]; mesectoderm development [GO:0048383]; mesoderm migration involved in gastrulation [GO:0007509]; regulation of myosin II filament organization [GO:0043519]; response to starvation [GO:0042594]; wing disc morphogenesis [GO:0007472]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	G-protein coupled receptor activity [GO:0004930]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G-protein coupled receptor activity [GO:0004930]; actin-mediated cell contraction [GO:0070252]; cell surface receptor signaling pathway [GO:0007166]; determination of adult lifespan [GO:0008340]; G-protein coupled receptor signaling pathway [GO:0007186]; gastrulation [GO:0007369]; imaginal disc-derived wing morphogenesis [GO:0007476]; mesectoderm development [GO:0048383]; mesoderm migration involved in gastrulation [GO:0007509]; regulation of myosin II filament organization [GO:0043519]; response to starvation [GO:0042594]; wing disc morphogenesis [GO:0007472]	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007369; GO:0007472; GO:0007476; GO:0007509; GO:0008340; GO:0016021; GO:0042594; GO:0043519; GO:0048383; GO:0070252
TRINITY_DN2370_c0_g1_i1	293	263	220	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11665_c0_g1_i2	23	58	78	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3256_c0_g1_i2	106	228	51	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN857_c0_g1_i1	24	26	20	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28118_c0_g1_i2	2945	1427	165	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3346_c1_g1_i4	0	8	109	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN219_c0_g1_i1	34	30	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2374_c0_g2_i1	59	63	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2728_c0_g1_i2	50	91	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2631_c0_g1_i1	264	147	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN265_c2_g1_i1	136	0	74	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1733_c0_g1_i1	24	21	24	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26781_c0_g1_i1	462	737	189	1	sp	Q32L93	GMPR2_BOVIN	75.9	344	83	0	66	1097	1	344	7.8e-154	545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2927_c0_g1_i2	109	60	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN96_c0_g2_i2	100	71	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26802_c0_g1_i1	415	167	130	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18258_c0_g1_i1	0	0	421	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN920_c0_g1_i1	40	124	40	1	sp	Q95NT6	MTH2_DROYA	23.9	452	289	16	1103	2344	73	507	8.2e-25	117.5	MTH2_DROYA	reviewed	G-protein coupled receptor Mth2 (Protein methuselah-2)	mth2	Drosophila yakuba (Fruit fly)	536	cell surface receptor signaling pathway [GO:0007166]; response to stress [GO:0006950]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	G-protein coupled receptor activity [GO:0004930]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G-protein coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]; response to stress [GO:0006950]	GO:0004930; GO:0005886; GO:0006950; GO:0007166; GO:0016021
TRINITY_DN1711_c0_g1_i1	189	2	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN556_c0_g1_i3	41	23	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6913_c0_g1_i1	96	83	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2756_c0_g1_i1	9	17	101	2	sp	Q6ICX4	PTBP3_ARATH	30.6	180	109	6	581	1114	35	200	1.4e-10	69.3	PTBP3_ARATH	reviewed	Polypyrimidine tract-binding protein homolog 3	At1g43190 F1I21.14	Arabidopsis thaliana (Mouse-ear cress)	432	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]	mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; regulation of translation [GO:0006417]; RNA splicing [GO:0008380]	GO:0000932; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0006417; GO:0008380; GO:0043484
TRINITY_DN15815_c0_g1_i4	5006	2793	529	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1376_c0_g1_i2	3	4	204	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2179_c0_g1_i2	81	19	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN801_c0_g1_i1	18	38	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6814_c1_g1_i1	787	1673	643	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11276_c0_g1_i6	0	0	904	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1590_c0_g1_i2	0	3	202	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13346_c1_g1_i1	4057	785	407	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4486_c0_g1_i1	113	64	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22171_c0_g1_i1	114	69	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN394_c1_g2_i1	184	64	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN297_c1_g1_i9	0	0	3015	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN265_c0_g1_i7	362	0	224	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9658_c0_g1_i1	5	4	388	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1014_c0_g2_i1	32	41	28	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN649_c0_g1_i13	164	89	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1378_c0_g1_i1	45	40	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5151_c0_g1_i2	8	4	53	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25626_c0_g1_i1	0	0	1156	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1391_c0_g1_i2	51	41	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26881_c1_g1_i1	420	380	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21551_c1_g1_i1	372	334	85	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1795_c0_g1_i4	115	110	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16601_c0_g1_i1	0	0	469	2	sp	A7MBL8	PKN2_DANRE	59.2	49	20	0	207	353	142	190	2.8e-07	56.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN25189_c0_g1_i1	146	82	0	1	sp	P98174	FGD1_HUMAN	40.7	602	315	11	183	1943	371	945	1.4e-120	435.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3050_c0_g1_i1	98	224	66	1	sp	Q08623	HDHD1_HUMAN	58	226	94	1	38	715	3	227	6.2e-68	259.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN601_c0_g1_i16	183	51	162	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26918_c0_g1_i1	24	54	41	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1890_c0_g2_i1	105	76	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1268_c0_g1_i3	46	25	0	1	sp	Q9P203	BTBD7_HUMAN	51.1	45	22	0	180	314	388	432	3.7e-08	60.1	BTBD7_HUMAN	reviewed	BTB/POZ domain-containing protein 7	BTBD7 KIAA1525	Homo sapiens (Human)	1132	multicellular organism development [GO:0007275]	nucleus [GO:0005634]		nucleus [GO:0005634]; multicellular organism development [GO:0007275]	GO:0005634; GO:0007275
TRINITY_DN2071_c0_g1_i1	35	40	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2641_c0_g1_i6	0	0	114	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22274_c0_g1_i1	50	37	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1232_c0_g1_i2	29	36	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN872_c0_g1_i10	262	221	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN330_c0_g1_i1	83	88	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8902_c0_g1_i3	132	109	0	1	sp	Q3T0X5	PSA1_BOVIN	67.8	242	78	0	166	891	1	242	2e-91	337.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10098_c0_g1_i3	32	127	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4185_c0_g2_i2	95	75	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN104_c0_g1_i3	0	0	80	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3233_c0_g1_i25	532	853	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN21541_c0_g1_i1	158	133	29	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3715_c0_g1_i1	58	32	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6190_c0_g1_i2	1990	2088	1382	1	sp	Q9VIW7	RTCB_DROME	86.8	506	67	0	297	1814	1	506	4.2e-264	912.5	RTCB_DROME	reviewed	tRNA-splicing ligase RtcB homolog (EC 6.5.1.3)	RtcB CG9987	Drosophila melanogaster (Fruit fly)	506	positive regulation of tRNA processing [GO:2000237]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	tRNA-splicing ligase complex [GO:0072669]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; RNA ligase (ATP) activity [GO:0003972]	tRNA-splicing ligase complex [GO:0072669]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; RNA ligase (ATP) activity [GO:0003972]; positive regulation of tRNA processing [GO:2000237]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	GO:0003972; GO:0005524; GO:0006388; GO:0046872; GO:0072669; GO:2000237
TRINITY_DN3993_c0_g1_i1	36	53	22	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13311_c0_g1_i1	662	645	163	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28128_c3_g1_i1	3176	1282	315	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10695_c0_g1_i1	46	47	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN737_c0_g1_i3	26	30	0	1	sp	Q8NI77	KI18A_HUMAN	56.3	350	147	3	506	1543	11	358	3.1e-106	388.7	KI18A_HUMAN	reviewed	Kinesin-like protein KIF18A (Marrow stromal KIF18A) (MS-KIF18A)	KIF18A OK/SW-cl.108	Homo sapiens (Human)	898	antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule-based movement [GO:0007018]; microtubule depolymerization [GO:0007019]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; seminiferous tubule development [GO:0072520]; sister chromatid cohesion [GO:0007062]	caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]	caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin binding [GO:0003779]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; tubulin-dependent ATPase activity [GO:0070463]; ubiquitin binding [GO:0043130]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase plate congression [GO:0007080]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; seminiferous tubule development [GO:0072520]; sister chromatid cohesion [GO:0007062]	GO:0000776; GO:0001726; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005815; GO:0005828; GO:0005829; GO:0005871; GO:0005901; GO:0006890; GO:0007018; GO:0007019; GO:0007062; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0019886; GO:0043130; GO:0051010; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
TRINITY_DN1315_c0_g1_i1	132	102	37	1	sp	A0KTU3	RLMI_SHESA	27.6	163	105	5	171	650	15	167	5.7e-06	53.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15884_c0_g2_i3	697	147	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4056_c0_g1_i1	39	44	0	1	sp	Q68FK8	DHX9_XENLA	57.8	970	392	8	431	3334	212	1166	0	1120.9	DHX9_XENLA	reviewed	ATP-dependent RNA helicase A-like protein (EC 3.6.4.13) (DEAH box protein 9) (Nuclear DNA helicase II) (NDH II)	dhx9	Xenopus laevis (African clawed frog)	1262		CRD-mediated mRNA stability complex [GO:0070937]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; RNA binding [GO:0003723]	CRD-mediated mRNA stability complex [GO:0070937]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; RNA binding [GO:0003723]	GO:0003677; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0070937
TRINITY_DN4056_c0_g1_i1	39	44	0	1	sp	Q68FK8	DHX9_XENLA	45.7	70	36	1	174	377	143	212	7.7e-12	74.7	DHX9_XENLA	reviewed	ATP-dependent RNA helicase A-like protein (EC 3.6.4.13) (DEAH box protein 9) (Nuclear DNA helicase II) (NDH II)	dhx9	Xenopus laevis (African clawed frog)	1262		CRD-mediated mRNA stability complex [GO:0070937]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; RNA binding [GO:0003723]	CRD-mediated mRNA stability complex [GO:0070937]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; RNA binding [GO:0003723]	GO:0003677; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0070937
TRINITY_DN548_c0_g1_i1	167	96	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN433_c0_g1_i2	97	40	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN951_c0_g1_i2	58	34	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22173_c3_g1_i1	369	523	68	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3121_c0_g1_i1	78	33	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN582_c0_g1_i2	179	108	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7177_c0_g1_i4	4	0	5101	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4924_c1_g2_i1	72	39	30	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN587_c0_g1_i4	128	51	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3339_c0_g2_i1	10	36	53	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2501_c0_g2_i1	195	120	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
