Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN6753_c0_g1_i10	3558.023073	-1.648192266	0.191689066	-8.59825913	8.09e-18	9.69e-15	sp	Q92841	DDX17_HUMAN	68.8	477	123	3	2644	1217	106	557	6.5e-192	672.5	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA-dependent ATPase activity [GO:0008186]; transcription coactivator activity [GO:0003713]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	GO:0000380; GO:0000381; GO:0001837; GO:0003713; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006357; GO:0006364; GO:0006396; GO:0008186; GO:0010501; GO:0010586; GO:0016020; GO:0016607; GO:0030331; GO:0030520; GO:0030521; GO:0031047; GO:0033148; GO:0045445; GO:0045944; GO:0051607; GO:2001014
TRINITY_DN6753_c0_g1_i11	307.6121378	-1.715887071	0.311304297	-5.511928647	3.55e-08	6.44e-06	sp	Q92841	DDX17_HUMAN	68.7	402	101	2	1358	156	106	483	9.3e-161	568.2	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA-dependent ATPase activity [GO:0008186]; transcription coactivator activity [GO:0003713]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	GO:0000380; GO:0000381; GO:0001837; GO:0003713; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006357; GO:0006364; GO:0006396; GO:0008186; GO:0010501; GO:0010586; GO:0016020; GO:0016607; GO:0030331; GO:0030520; GO:0030521; GO:0031047; GO:0033148; GO:0045445; GO:0045944; GO:0051607; GO:2001014
TRINITY_DN6753_c0_g1_i3	1074.908896	0.881815125	0.212761648	4.144615041	3.4e-05	0.001958523	sp	Q92841	DDX17_HUMAN	73	378	101	1	1286	156	106	483	1.7e-164	580.5	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA-dependent ATPase activity [GO:0008186]; transcription coactivator activity [GO:0003713]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	GO:0000380; GO:0000381; GO:0001837; GO:0003713; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006357; GO:0006364; GO:0006396; GO:0008186; GO:0010501; GO:0010586; GO:0016020; GO:0016607; GO:0030331; GO:0030520; GO:0030521; GO:0031047; GO:0033148; GO:0045445; GO:0045944; GO:0051607; GO:2001014
TRINITY_DN6753_c0_g1_i9	726.0365704	-5.167066009	1.389163409	-3.71955234	0.000199576	0.007549001	sp	Q92841	DDX17_HUMAN	68.8	477	123	3	1981	554	106	557	5e-192	672.5	DDX17_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72)	DDX17	Homo sapiens (Human)	729	alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186]; RNA helicase activity [GO:0003724]; transcription coactivator activity [GO:0003713]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA-dependent ATPase activity [GO:0008186]; transcription coactivator activity [GO:0003713]; alternative mRNA splicing, via spliceosome [GO:0000380]; androgen receptor signaling pathway [GO:0030521]; defense response to virus [GO:0051607]; epithelial to mesenchymal transition [GO:0001837]; gene silencing by RNA [GO:0031047]; intracellular estrogen receptor signaling pathway [GO:0030520]; miRNA metabolic process [GO:0010586]; myoblast differentiation [GO:0045445]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of skeletal muscle cell differentiation [GO:2001014]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA processing [GO:0006396]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]	GO:0000380; GO:0000381; GO:0001837; GO:0003713; GO:0003723; GO:0003724; GO:0004004; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006357; GO:0006364; GO:0006396; GO:0008186; GO:0010501; GO:0010586; GO:0016020; GO:0016607; GO:0030331; GO:0030520; GO:0030521; GO:0031047; GO:0033148; GO:0045445; GO:0045944; GO:0051607; GO:2001014
TRINITY_DN694_c0_g1_i1	2448.281937	-0.500729413	0.166316015	-3.010710736	0.00260637	0.041043471	sp	Q641Y2	NDUS2_RAT	74.1	433	112	0	1549	251	31	463	1.3e-198	694.1	NDUS2_RAT	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Ndufs2	Rattus norvegicus (Rat)	463	mitochondrial ATP synthesis coupled electron transport [GO:0042775]; response to oxidative stress [GO:0006979]	mitochondrial respiratory chain complex I [GO:0005747]; nucleoplasm [GO:0005654]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]	mitochondrial respiratory chain complex I [GO:0005747]; nucleoplasm [GO:0005654]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; response to oxidative stress [GO:0006979]	GO:0005654; GO:0005747; GO:0006979; GO:0008137; GO:0031625; GO:0042775; GO:0046872; GO:0048038; GO:0051287; GO:0051539
TRINITY_DN7024_c0_g1_i9	21559.6355	-0.924281143	0.211456455	-4.371023545	1.24e-05	0.000813202	sp	Q8TGM6	TAR1_YEAST	63.2	76	23	1	1745	1972	25	95	2.7e-15	85.5	TAR1_YEAST	reviewed	Protein TAR1 (Transcript antisense to ribosomal RNA protein 1)	TAR1 ART1 YLR154W-C YLR154W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	regulation of cellular respiration [GO:0043457]	mitochondrion [GO:0005739]		mitochondrion [GO:0005739]; regulation of cellular respiration [GO:0043457]	GO:0005739; GO:0043457
TRINITY_DN7091_c0_g1_i2	422.5825337	-0.981896014	0.32231758	-3.046361959	0.002316288	0.037710509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7209_c0_g1_i2	29966.12511	-0.391501678	0.113507547	-3.449124632	0.000562407	0.014632364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN721_c2_g1_i1	1946.719195	0.58025164	0.167838098	3.45721054	0.000545798	0.014346462	sp	Q3ZMH1	SC5A8_DANRE	34.1	540	337	9	1987	389	15	542	4.9e-81	303.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN726_c0_g1_i2	347.1991477	2.643659139	0.500580066	5.281191402	1.28e-07	1.79e-05	sp	O57429	UBP2_CHICK	55.9	345	147	4	1389	2420	17	357	2.1e-105	385.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN726_c0_g1_i3	780.3418932	1.049579315	0.186948189	5.614279132	1.97e-08	4.07e-06	sp	O57429	UBP2_CHICK	55.9	345	147	4	594	1625	17	357	1.5e-105	385.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7368_c0_g1_i1	138.222115	1.381497952	0.435512815	3.172117798	0.001513316	0.02794964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN737_c0_g1_i4	2182.069271	1.407219287	0.326839392	4.305537581	1.67e-05	0.001060446	sp	Q26240	NOS_RHOPR	57.5	1165	455	10	243	3734	48	1173	0	1361.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7412_c0_g1_i3	2005.250379	-0.504433669	0.153075061	-3.295335405	0.000983043	0.021084328	sp	P41093	RL18A_DROME	74.2	132	34	0	402	7	1	132	1.3e-53	210.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN746_c0_g1_i1	2389.964033	0.823663604	0.146461647	5.623749446	1.87e-08	3.99e-06	sp	Q13402	MYO7A_HUMAN	27.3	2314	1335	51	6599	153	66	2197	4e-174	614.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN748_c0_g1_i1	5589.474244	-1.020311279	0.275377686	-3.705134193	0.000211279	0.007616221	sp	P33503	NU2M_ANOQU	40.2	333	185	4	1213	245	4	332	3.8e-42	174.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN75_c0_g1_i5	305.7259806	1.003356809	0.272418802	3.683140816	0.000230378	0.007957498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN756_c0_g1_i1	9387.527224	0.656981678	0.176969396	3.712402781	0.000205301	0.007583461	sp	Q9Y4G6	TLN2_HUMAN	54	2553	1147	12	8645	1002	2	2531	0	2475.3	TLN2_HUMAN	reviewed	Talin-2	TLN2 KIAA0320	Homo sapiens (Human)	2542	cell adhesion [GO:0007155]; cell-cell junction assembly [GO:0007043]; cytoskeletal anchoring at plasma membrane [GO:0007016]	actin cytoskeleton [GO:0015629]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; structural molecule activity [GO:0005198]	actin cytoskeleton [GO:0015629]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; structural molecule activity [GO:0005198]; cell adhesion [GO:0007155]; cell-cell junction assembly [GO:0007043]; cytoskeletal anchoring at plasma membrane [GO:0007016]	GO:0001726; GO:0003779; GO:0005198; GO:0005200; GO:0005737; GO:0005886; GO:0005911; GO:0005925; GO:0007016; GO:0007043; GO:0007155; GO:0015629; GO:0045202; GO:0051015
TRINITY_DN771_c0_g1_i4	129.2956336	1.597177112	0.431698982	3.699747224	0.000215814	0.0076871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7726_c0_g1_i1	2455.44498	-0.480783141	0.164070286	-2.930348654	0.003385819	0.048470669	sp	Q6DRC4	EIF3G_DANRE	56.2	290	115	6	940	92	7	291	9.6e-83	308.5	EIF3G_DANRE	reviewed	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)	eif3g eif3s4	Danio rerio (Zebrafish) (Brachydanio rerio)	293	translational initiation [GO:0006413]	eukaryotic translation initiation factor 3 complex [GO:0005852]	translation initiation factor activity [GO:0003743]	eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; translational initiation [GO:0006413]	GO:0003743; GO:0005852; GO:0006413
TRINITY_DN78_c0_g1_i1	385.0956929	1.080129282	0.305666015	3.533691122	0.0004098	0.011748537	sp	Q5RD00	AAPK2_PONAB	59.3	565	161	11	2089	533	11	552	1.3e-177	624.8	AAPK2_PONAB	reviewed	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	552	autophagy [GO:0006914]; cellular response to glucose starvation [GO:0042149]; cellular response to nutrient levels [GO:0031669]; cholesterol biosynthetic process [GO:0006695]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; glucose homeostasis [GO:0042593]; lipid biosynthetic process [GO:0008610]; negative regulation of apoptotic process [GO:0043066]; negative regulation of TOR signaling [GO:0032007]; positive regulation of autophagy [GO:0010508]; positive regulation of glycolytic process [GO:0045821]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of energy homeostasis [GO:2000505]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	[acetyl-CoA carboxylase] kinase activity [GO:0050405]; [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity [GO:0047322]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; histone serine kinase activity [GO:0035174]; metal ion binding [GO:0046872]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; [acetyl-CoA carboxylase] kinase activity [GO:0050405]; [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity [GO:0047322]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; histone serine kinase activity [GO:0035174]; metal ion binding [GO:0046872]; autophagy [GO:0006914]; cellular response to glucose starvation [GO:0042149]; cellular response to nutrient levels [GO:0031669]; cholesterol biosynthetic process [GO:0006695]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; glucose homeostasis [GO:0042593]; lipid biosynthetic process [GO:0008610]; negative regulation of apoptotic process [GO:0043066]; negative regulation of TOR signaling [GO:0032007]; positive regulation of autophagy [GO:0010508]; positive regulation of glycolytic process [GO:0045821]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of energy homeostasis [GO:2000505]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]	GO:0003682; GO:0004679; GO:0005524; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0006468; GO:0006633; GO:0006695; GO:0006914; GO:0008610; GO:0010508; GO:0016055; GO:0016241; GO:0031669; GO:0032007; GO:0035174; GO:0042149; GO:0042593; GO:0042752; GO:0043066; GO:0045821; GO:0046872; GO:0047322; GO:0048511; GO:0050405; GO:0055089; GO:2000505
TRINITY_DN78_c0_g1_i2	413.5853348	-1.498336753	0.407093804	-3.680568802	0.000232714	0.007957498	sp	Q5RD00	AAPK2_PONAB	60.3	551	164	8	2047	533	11	552	6e-180	632.5	AAPK2_PONAB	reviewed	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	552	autophagy [GO:0006914]; cellular response to glucose starvation [GO:0042149]; cellular response to nutrient levels [GO:0031669]; cholesterol biosynthetic process [GO:0006695]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; glucose homeostasis [GO:0042593]; lipid biosynthetic process [GO:0008610]; negative regulation of apoptotic process [GO:0043066]; negative regulation of TOR signaling [GO:0032007]; positive regulation of autophagy [GO:0010508]; positive regulation of glycolytic process [GO:0045821]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of energy homeostasis [GO:2000505]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	[acetyl-CoA carboxylase] kinase activity [GO:0050405]; [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity [GO:0047322]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; histone serine kinase activity [GO:0035174]; metal ion binding [GO:0046872]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; [acetyl-CoA carboxylase] kinase activity [GO:0050405]; [hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity [GO:0047322]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; histone serine kinase activity [GO:0035174]; metal ion binding [GO:0046872]; autophagy [GO:0006914]; cellular response to glucose starvation [GO:0042149]; cellular response to nutrient levels [GO:0031669]; cholesterol biosynthetic process [GO:0006695]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; glucose homeostasis [GO:0042593]; lipid biosynthetic process [GO:0008610]; negative regulation of apoptotic process [GO:0043066]; negative regulation of TOR signaling [GO:0032007]; positive regulation of autophagy [GO:0010508]; positive regulation of glycolytic process [GO:0045821]; protein phosphorylation [GO:0006468]; regulation of circadian rhythm [GO:0042752]; regulation of energy homeostasis [GO:2000505]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]; transcription, DNA-templated [GO:0006351]; Wnt signaling pathway [GO:0016055]	GO:0003682; GO:0004679; GO:0005524; GO:0005634; GO:0005737; GO:0006351; GO:0006355; GO:0006468; GO:0006633; GO:0006695; GO:0006914; GO:0008610; GO:0010508; GO:0016055; GO:0016241; GO:0031669; GO:0032007; GO:0035174; GO:0042149; GO:0042593; GO:0042752; GO:0043066; GO:0045821; GO:0046872; GO:0047322; GO:0048511; GO:0050405; GO:0055089; GO:2000505
