Trinity_ID	uninfected_cold	infected_cold	uninfected_warm	infected_warm	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN15444_c0_g1_i2	0	16	0	88	24.4125987	-8.111054926	2.225255307	-3.6449997	0.000267392	0.009877564	sp	A8MRP2	AIGLD_ARATH	34.2	146	83	6	41	466	8	144	4.1e-15	83.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN23423_c0_g1_i1	0	12	0	114	29.21083322	-8.369936761	2.231595798	-3.750650888	0.000176376	0.007330502	sp	O75179	ANR17_HUMAN	26.6	338	216	9	614	1618	1102	1410	3.7e-13	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14083_c0_g1_i1	0	4	0	109	25.86190853	-8.194223229	2.458234366	-3.333377542	0.000857984	0.022067716	sp	P46871	KRP95_STRPU	52.2	753	339	11	75	2312	4	742	1.7e-145	518.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN304_c0_g2_i1	0	227	0	331	137.9783274	-10.60867186	1.603661714	-6.61528037	3.71e-11	5.36e-08	sp	P59271	R27AA_ARATH	45.5	156	78	2	46	492	1	156	7.2e-34	145.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17564_c0_g1_i4	0	26	0	72	23.54550877	-8.058505167	2.147703747	-3.752149326	0.000175325	0.007299165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN116289_c0_g1_i1	0	92	0	127	54.29692983	-9.263134631	1.770578841	-5.231698479	1.68e-07	4.32e-05	sp	Q98TF5	RL39_CHICK	77.6	49	11	0	41	187	1	49	4.2e-15	82	RL39_CHICK	reviewed	60S ribosomal protein L39	RPL39	Gallus gallus (Chicken)	51	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0022625
TRINITY_DN1095_c0_g2_i1	0	12	0	56	16.03832732	-7.504988677	2.443590948	-3.071295007	0.002131325	0.041417504	sp	Q2KIA4	SCD5_BOVIN	42.6	291	146	3	343	1215	58	327	1.1e-63	246.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26431_c0_g1_i2	0	34	0	30	16.22016144	-7.519441344	2.331646432	-3.224949221	0.00125995	0.028748445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4646_c0_g1_i5	0	31	0	32	15.84437434	-7.485831074	2.342472414	-3.195696577	0.001394937	0.030592717	sp	A9UNU6	BYST_MONBE	44.7	403	207	10	87	1268	2	397	1.1e-82	308.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5692_c0_g1_i23	0	32	0	133	39.05937406	-8.788875881	1.984660115	-4.42840354	9.49e-06	0.000821072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1736_c0_g1_i7	0	27	0	122	35.17778778	-8.637928648	2.035455975	-4.243731504	2.2e-05	0.001544261	sp	Q8TDY2	RBCC1_HUMAN	38	92	50	2	282	545	1504	1592	2.6e-09	66.2	RBCC1_HUMAN	reviewed	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	RB1CC1 KIAA0203 RBICC	Homo sapiens (Human)	1594	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cell cycle [GO:0007049]; glycophagy [GO:0061723]; heart development [GO:0007507]; liver development [GO:0001889]; macroautophagy [GO:0016236]; mitophagy [GO:0000422]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; pexophagy [GO:0030242]; positive regulation of cell size [GO:0045793]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein phosphorylation [GO:0001934]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; reticulophagy [GO:0061709]; transcription, DNA-templated [GO:0006351]	ATG1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]; pre-autophagosomal structure membrane [GO:0034045]	protein complex scaffold [GO:0032947]; protein kinase binding [GO:0019901]	ATG1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]; pre-autophagosomal structure membrane [GO:0034045]; protein complex scaffold [GO:0032947]; protein kinase binding [GO:0019901]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cell cycle [GO:0007049]; glycophagy [GO:0061723]; heart development [GO:0007507]; liver development [GO:0001889]; macroautophagy [GO:0016236]; mitophagy [GO:0000422]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; pexophagy [GO:0030242]; positive regulation of cell size [GO:0045793]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein phosphorylation [GO:0001934]; regulation of macroautophagy [GO:0016241]; regulation of transcription, DNA-templated [GO:0006355]; reticulophagy [GO:0061709]; transcription, DNA-templated [GO:0006351]	GO:0000045; GO:0000422; GO:0001889; GO:0001934; GO:0005789; GO:0005829; GO:0006351; GO:0006355; GO:0006914; GO:0007049; GO:0007507; GO:0016236; GO:0016241; GO:0019901; GO:0030242; GO:0031965; GO:0032947; GO:0034045; GO:0045793; GO:0046330; GO:0061709; GO:0061723; GO:1990316; GO:2001237
TRINITY_DN17449_c0_g1_i1	0	47	0	134	43.43654343	-8.94190797	1.89614258	-4.715841554	2.41e-06	0.000301666	sp	Q9UNX4	WDR3_HUMAN	33.5	925	502	18	35	2545	3	902	3.4e-129	464.2	WDR3_HUMAN	reviewed	WD repeat-containing protein 3	WDR3	Homo sapiens (Human)	943	maturation of SSU-rRNA [GO:0030490]; rRNA processing [GO:0006364]	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]; maturation of SSU-rRNA [GO:0030490]; rRNA processing [GO:0006364]	GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0030490; GO:0030515; GO:0031965; GO:0032040; GO:0034388
TRINITY_DN3144_c0_g1_i8	0	9	0	62	16.5709889	-7.552266828	2.480636152	-3.044487931	0.002330768	0.044174884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN270_c0_g1_i3	0	20	0	38	14.16367208	-7.324868648	2.435657903	-3.007347066	0.002635387	0.048598355	sp	O64650	RS271_ARATH	79.7	79	16	0	59	295	6	84	8.9e-32	137.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN90_c1_g1_i7	0	147	0	35	48.61948652	-9.102510962	1.97881114	-4.599989751	4.23e-06	0.000471734	sp	Q9LT78	RD21C_ARATH	41.5	313	164	8	127	1041	43	344	7.8e-59	229.6	RD21C_ARATH	reviewed	Probable cysteine protease RD21C (EC 3.4.22.-)	RD21C At3g19390 MLD14.12	Arabidopsis thaliana (Mouse-ear cress)	452			cysteine-type peptidase activity [GO:0008234]	cysteine-type peptidase activity [GO:0008234]	GO:0008234
TRINITY_DN238_c0_g1_i1	150	0	0	0	39.78766506	8.752432987	2.903452776	3.014491249	0.002574106	0.047647155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18945_c0_g1_i1	0	72	0	174	59.43779226	-9.394216539	1.787759593	-5.254742627	1.48e-07	4e-05	sp	Q0VCK0	PUR9_BOVIN	49.5	596	286	7	133	1905	7	592	1.9e-152	541.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1172_c0_g1_i21	0	56	0	31	22.53402417	-7.993255887	2.16699679	-3.688633007	0.000225462	0.00868326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4230_c0_g1_i2	0	67	0	19	22.8520534	-8.013061012	2.250629378	-3.560364531	0.00037034	0.012514103	sp	Q7XTV7	HIP1_ORYSJ	46.8	47	24	1	183	320	615	661	1.1e-06	55.5	HIP1_ORYSJ	reviewed	Probable E3 ubiquitin-protein ligase HIP1 (EC 2.3.2.27) (HAL3-interacting protein 1) (OsHIP1) (RING-H2 finger HIP1) (RING-type E3 ubiquitin transferase HIP1)	HIP1 Os04g0648800 LOC_Os04g55510 OsJ_16417 OSJNBa0010D21.9	Oryza sativa subsp. japonica (Rice)	667	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of growth [GO:0040008]		metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of growth [GO:0040008]	GO:0040008; GO:0043161; GO:0046872; GO:0061630
TRINITY_DN1470_c0_g1_i1	0	28	0	102	30.91221485	-8.451381623	2.055036733	-4.112520953	3.91e-05	0.002343268	sp	O97172	U729_DROME	39.8	83	40	2	237	479	1	75	9.8e-10	68.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN156_c1_g1_i15	0	27	0	80	25.63907661	-8.181443884	2.112616005	-3.872660183	0.000107654	0.004979853	sp	Q84JS1	PAE6_ARATH	24.1	315	203	9	87	977	67	363	2.6e-13	79	PAE6_ARATH	reviewed	Pectin acetylesterase 6 (EC 3.1.1.-)	PAE6 At3g62060 T17J13.20	Arabidopsis thaliana (Mouse-ear cress)	419	cell wall organization [GO:0071555]	extracellular region [GO:0005576]; plant-type cell wall [GO:0009505]	pectin acetylesterase activity [GO:0052793]	extracellular region [GO:0005576]; plant-type cell wall [GO:0009505]; pectin acetylesterase activity [GO:0052793]; cell wall organization [GO:0071555]	GO:0005576; GO:0009505; GO:0052793; GO:0071555
TRINITY_DN8494_c0_g1_i16	0	24	0	89	26.85307471	-8.248328787	2.12012091	-3.89049924	0.000100038	0.004752878	sp	F4ISQ7	TOP3B_ARATH	33.8	142	65	1	170	595	490	602	6.8e-18	93.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19460_c0_g1_i1	0	39	0	92	31.68446842	-8.486660875	1.990603076	-4.263361681	2.01e-05	0.001444952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8494_c0_g1_i19	0	56	0	148	49.10614814	-9.118831887	1.849258412	-4.931074981	8.18e-07	0.000136648	sp	F4ISQ7	TOP3B_ARATH	43.7	535	259	16	676	2211	3	518	1e-105	386.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2614_c1_g1_i1	0	12	0	79	21.26190724	-7.911788727	2.325650525	-3.401968026	0.000669025	0.018823886	sp	Q7ZVR8	ESRP2_DANRE	28.2	362	208	8	20	1072	212	532	5.9e-28	127.1	ESRP2_DANRE	reviewed	Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B)	esrp2 rbm35b zgc:77254	Danio rerio (Zebrafish) (Brachydanio rerio)	736	mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	nucleus [GO:0005634]	mRNA binding [GO:0003729]	nucleus [GO:0005634]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; regulation of RNA splicing [GO:0043484]; RNA splicing [GO:0008380]	GO:0003729; GO:0005634; GO:0006397; GO:0008380; GO:0043484
TRINITY_DN7233_c1_g1_i2	0	18	0	143	37.45710905	-8.728564318	2.103774984	-4.149000907	3.34e-05	0.002097777	sp	P50520	VPS34_SCHPO	35.8	293	149	9	2591	3442	536	798	8.7e-39	164.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9728_c0_g2_i11	14	1	100	0	25.74707392	6.636775701	2.110113444	3.145222225	0.001659607	0.034488096	sp	Q8BRH4	KMT2C_MOUSE	28	1313	543	30	854	3751	130	1387	1.5e-140	503.4	KMT2C_MOUSE	reviewed	Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog)	Kmt2c Mll3	Mus musculus (Mouse)	4903	eyelid development in camera-type eye [GO:0061029]; histone methylation [GO:0016571]; multicellular organism growth [GO:0035264]; positive regulation of fibroblast proliferation [GO:0048146]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; single fertilization [GO:0007338]; transcription, DNA-templated [GO:0006351]	histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transferase activity, transferring acyl groups [GO:0016746]	histone methyltransferase complex [GO:0035097]; MLL3/4 complex [GO:0044666]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; transferase activity, transferring acyl groups [GO:0016746]; eyelid development in camera-type eye [GO:0061029]; histone methylation [GO:0016571]; multicellular organism growth [GO:0035264]; positive regulation of fibroblast proliferation [GO:0048146]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; single fertilization [GO:0007338]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0006351; GO:0006355; GO:0007338; GO:0010468; GO:0016571; GO:0016746; GO:0035097; GO:0035264; GO:0042800; GO:0044666; GO:0046872; GO:0048146; GO:0061029
TRINITY_DN499_c0_g1_i1	0	45	0	20	16.99241501	-7.585816573	2.360400185	-3.213784095	0.001309981	0.029318388	sp	Q99PL6	UBXN6_MOUSE	40.5	420	238	7	470	1714	2	414	7.9e-74	280.8	UBXN6_MOUSE	reviewed	UBX domain-containing protein 6 (UBX domain-containing protein 1)	Ubxn6 Ubxd1 Ubxdc2	Mus musculus (Mouse)	442		cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]		cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]	GO:0005634; GO:0005737; GO:0005815; GO:0070062
TRINITY_DN1696_c2_g2_i1	0	30	0	34	16.0219282	-7.502035448	2.333127391	-3.215441847	0.001302439	0.029296524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN467_c0_g1_i4	0	22	0	36	14.2627887	-7.334738849	2.422892037	-3.027266068	0.002467766	0.046161762	sp	A0QUV5	Y2350_MYCS2	34.3	102	60	2	307	612	49	143	1.6e-07	60.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14122_c0_g1_i1	0	31	0	49	19.70528124	-7.801021857	2.203466332	-3.540340845	0.000399611	0.013300318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14550_c2_g1_i9	13	0	60	0	16.50239713	7.484706963	2.422645392	3.089476894	0.002005093	0.039520643	sp	Q86WG5	MTMRD_HUMAN	44.5	2069	895	41	83	6199	1	1846	0	1590.1	MTMRD_HUMAN	reviewed	Myotubularin-related protein 13 (SET-binding factor 2)	SBF2 CMT4B2 KIAA1766 MTMR13	Homo sapiens (Human)	1849	membrane organization [GO:0061024]; myelination [GO:0042552]; protein tetramerization [GO:0051262]	cytosol [GO:0005829]; membrane [GO:0016020]; vacuolar membrane [GO:0005774]	phosphatase binding [GO:0019902]; phosphatase regulator activity [GO:0019208]; phosphatidylinositol binding [GO:0035091]; protein homodimerization activity [GO:0042803]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]	cytosol [GO:0005829]; membrane [GO:0016020]; vacuolar membrane [GO:0005774]; phosphatase binding [GO:0019902]; phosphatase regulator activity [GO:0019208]; phosphatidylinositol binding [GO:0035091]; protein homodimerization activity [GO:0042803]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]; membrane organization [GO:0061024]; myelination [GO:0042552]; protein tetramerization [GO:0051262]	GO:0005774; GO:0005829; GO:0016020; GO:0017112; GO:0019208; GO:0019902; GO:0035091; GO:0042552; GO:0042803; GO:0051262; GO:0061024
TRINITY_DN2761_c6_g1_i1	19	0	68	0	19.83445477	7.74986267	2.273916835	3.408155721	0.000654036	0.018444404	sp	Q7ZVS8	CMTR2_DANRE	43.6	385	196	3	184	1335	48	412	9.2e-82	306.2	CMTR2_DANRE	reviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (MTr2) (FtsJ methyltransferase domain-containing protein 1)	cmtr2 ftsjd1 zgc:55686	Danio rerio (Zebrafish) (Brachydanio rerio)	743	7-methylguanosine mRNA capping [GO:0006370]; cap2 mRNA methylation [GO:0097310]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]; 7-methylguanosine mRNA capping [GO:0006370]; cap2 mRNA methylation [GO:0097310]	GO:0004483; GO:0005634; GO:0005737; GO:0006370; GO:0097310
TRINITY_DN20677_c0_g1_i10	0	25	0	32	14.18435146	-7.326451762	2.421052122	-3.026143756	0.002476945	0.046161762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN22659_c0_g1_i2	31	0	32	0	15.18498829	7.3631406	2.37214691	3.103998563	0.001909243	0.038290455	sp	Q98930	SORL_CHICK	28.9	201	112	7	1553	2092	1099	1289	3.1e-12	76.3	SORL_CHICK	reviewed	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA) (Fragment)	SORL1	Gallus gallus (Chicken)	1592	cholesterol metabolic process [GO:0008203]; endocytosis [GO:0006897]; lipid transport [GO:0006869]	integral component of membrane [GO:0016021]; low-density lipoprotein particle [GO:0034362]		integral component of membrane [GO:0016021]; low-density lipoprotein particle [GO:0034362]; cholesterol metabolic process [GO:0008203]; endocytosis [GO:0006897]; lipid transport [GO:0006869]	GO:0006869; GO:0006897; GO:0008203; GO:0016021; GO:0034362
TRINITY_DN13456_c0_g1_i4	0	42	0	90	32.06025552	-8.503576101	1.976328712	-4.302713436	1.69e-05	0.001275152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14364_c0_g1_i2	0	299	0	506	197.6432319	-11.1272325	1.577335083	-7.054450647	1.73e-12	5.32e-09	sp	P23403	RS20_XENLA	79.2	106	22	0	223	540	13	118	3.6e-43	176.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18649_c0_g1_i2	0	16	0	47	15.1009997	-7.417787167	2.426296812	-3.057246389	0.002233806	0.042666385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4191_c0_g1_i20	0	69	0	30	25.90362824	-8.194136277	2.125449596	-3.855248458	0.000115612	0.005249134	sp	P13280	GLYG_RABIT	53.2	331	141	6	140	1093	4	333	5.6e-90	334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6809_c0_g1_i4	0	13	0	65	18.35900733	-7.69995667	2.367560003	-3.252275195	0.001144851	0.027143803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2145_c2_g1_i3	71	0	68	0	33.627512	8.510062154	1.934292949	4.399572545	1.08e-05	0.000909286	sp	Q8UVR5	BAZ1A_XENLA	29.2	271	134	5	1004	1780	50	274	4.2e-29	131.3	BAZ1A_XENLA	reviewed	Bromodomain adjacent to zinc finger domain protein 1A (ATP-utilizing chromatin assembly and remodeling factor 1) (xACF1) (Fragment)	baz1a acf1	Xenopus laevis (African clawed frog)	627	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	metal ion binding [GO:0046872]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0005634; GO:0006351; GO:0006355; GO:0046872
TRINITY_DN52_c0_g1_i8	0	32	0	56	21.57173692	-7.931711404	2.15536958	-3.679977429	0.000233255	0.008896635	sp	Q9SZX9	RL92_ARATH	55.3	190	80	2	27	581	1	190	1.5e-51	204.5	RL92_ARATH	reviewed	60S ribosomal protein L9-2	RPL9D At4g10450 F7L13.30	Arabidopsis thaliana (Mouse-ear cress)	194	cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]; ribosome assembly [GO:0042255]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; polysomal ribosome [GO:0042788]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; mature ribosome assembly [GO:0042256]; ribosome assembly [GO:0042255]	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0042255; GO:0042256; GO:0042788
TRINITY_DN13529_c0_g1_i2	0	69	0	117	45.66238709	-9.013525178	1.829830921	-4.925878711	8.4e-07	0.000138446	sp	Q9FMU6	MPCP3_ARATH	43.4	297	152	6	54	941	77	358	5.9e-58	226.1	MPCP3_ARATH	reviewed	Mitochondrial phosphate carrier protein 3, mitochondrial (Mitochondrial phosphate transporter 3) (MPT3) (Phosphate transporter 3;1)	MPT3 AT5 PHT3;1 At5g14040 MUA22_4	Arabidopsis thaliana (Mouse-ear cress)	375	mitochondrial transport [GO:0006839]; response to salt stress [GO:0009651]	cell wall [GO:0005618]; chloroplast [GO:0009507]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; vacuolar membrane [GO:0005774]	phosphate ion transmembrane transporter activity [GO:0015114]	cell wall [GO:0005618]; chloroplast [GO:0009507]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; vacuolar membrane [GO:0005774]; phosphate ion transmembrane transporter activity [GO:0015114]; mitochondrial transport [GO:0006839]; response to salt stress [GO:0009651]	GO:0005618; GO:0005739; GO:0005743; GO:0005774; GO:0006839; GO:0009507; GO:0009651; GO:0015114; GO:0016020; GO:0016021
TRINITY_DN3813_c0_g1_i11	0	16	0	44	14.41966319	-7.351121802	2.452537438	-2.997353552	0.002723347	0.049809058	sp	Q9S7J8	HMA7_ARATH	39.8	249	144	3	31	774	745	988	2.8e-38	161.4	HMA7_ARATH	reviewed	Copper-transporting ATPase RAN1 (EC 3.6.3.54) (Protein HEAVY METAL ATPASE 7) (Protein RESPONSIVE TO ANTAGONIST 1)	RAN1 HMA7 At5g44790 K23L20.14 T19K24.18	Arabidopsis thaliana (Mouse-ear cress)	1001	copper ion transport [GO:0006825]; ethylene-activated signaling pathway [GO:0009873]; regulation of stomatal movement [GO:0010119]; response to ethylene [GO:0009723]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]	ATP binding [GO:0005524]; cation-transporting ATPase activity [GO:0019829]; copper ion binding [GO:0005507]	endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]; ATP binding [GO:0005524]; cation-transporting ATPase activity [GO:0019829]; copper ion binding [GO:0005507]; copper ion transport [GO:0006825]; ethylene-activated signaling pathway [GO:0009873]; regulation of stomatal movement [GO:0010119]; response to ethylene [GO:0009723]	GO:0005507; GO:0005524; GO:0005768; GO:0005794; GO:0005802; GO:0006825; GO:0009723; GO:0009873; GO:0010119; GO:0016021; GO:0019829
TRINITY_DN18109_c0_g1_i3	0	53	0	136	45.55079065	-9.01039413	1.868287207	-4.82280995	1.42e-06	0.000206178	sp	O77302	RS10_LUMRU	53.9	102	44	1	80	376	1	102	7.6e-23	109.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1667_c0_g1_i3	0	27	0	65	22.23239405	-7.975590838	2.163503552	-3.686423732	0.000227428	0.008742258	sp	P0A9Y8	CSPC_ECO57	63.4	71	24	2	117	329	1	69	6.9e-17	89.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN295_c0_g1_i14	0	36	0	41	19.27173628	-7.76848528	2.212057213	-3.511882619	0.000444944	0.014167631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
